pair_id,variant,plain_size,transformed_size,recv_ts_us,payload_bytes
29264,0,128,0,1763725865101612,128
29264,1,128,256,1763725865101617,256
29265,0,128,0,1763725865101621,128
29265,1,128,256,1763725865101626,256
29266,0,128,0,1763725865101631,128
29266,1,128,256,1763725865101636,256
29267,0,128,0,1763725865101641,128
29267,1,128,256,1763725865101646,256
29268,0,128,0,1763725865101652,128
29268,1,128,256,1763725865101657,256
29269,0,128,0,1763725865101661,128
29269,1,128,256,1763725865101667,256
29270,0,128,0,1763725865101671,128
29270,1,128,256,1763725865101677,256
29271,0,128,0,1763725865101683,128
29361,0,128,0,1763725865252823,128
29361,1,128,256,1763725865252858,256
29362,0,128,0,1763725865252864,128
29362,1,128,256,1763725865252869,256
29363,0,128,0,1763725865252873,128
29363,1,128,256,1763725865252878,256
29364,0,128,0,1763725865252882,128
29364,1,128,256,1763725865252886,256
29365,0,128,0,1763725865252890,128
29365,1,128,256,1763725865252894,256
29366,0,128,0,1763725865252900,128
29366,1,128,256,1763725865252904,256
29367,0,128,0,1763725865252912,128
29367,1,128,256,1763725865252921,256
29368,0,128,0,1763725865252927,128
29368,1,128,256,1763725865252934,256
29369,0,128,0,1763725865252939,128
29369,1,128,256,1763725865252944,256
29370,0,128,0,1763725865252950,128
29370,1,128,256,1763725865252956,256
29371,0,128,0,1763725865252962,128
29371,1,128,256,1763725865252967,256
29372,0,128,0,1763725865253068,128
29372,1,128,256,1763725865253084,256
29373,0,128,0,1763725865253090,128
29373,1,128,256,1763725865253096,256
29374,0,128,0,1763725865253101,128
29374,1,128,256,1763725865253108,256
29375,0,128,0,1763725865253113,128
29375,1,128,256,1763725865253119,256
29376,0,128,0,1763725865253134,128
29376,1,128,256,1763725865253141,256
29377,0,128,0,1763725865253164,128
29377,1,128,256,1763725865253174,256
29378,0,128,0,1763725865253179,128
29378,1,128,256,1763725865253185,256
29379,0,128,0,1763725865253209,128
29379,1,128,256,1763725865253217,256
29380,0,128,0,1763725865253295,128
29380,1,128,256,1763725865253312,256
29381,0,128,0,1763725865253319,128
29381,1,128,256,1763725865253325,256
29382,0,128,0,1763725865253331,128
29382,1,128,256,1763725865253336,256
29383,0,128,0,1763725865253357,128
29383,1,128,256,1763725865253381,256
29384,0,128,0,1763725865253401,128
29384,1,128,256,1763725865253408,256
29385,0,128,0,1763725865253423,128
29385,1,128,256,1763725865253430,256
29386,0,128,0,1763725865253461,128
29386,1,128,256,1763725865253468,256
29387,0,128,0,1763725865253494,128
29387,1,128,256,1763725865253501,256
29388,0,128,0,1763725865253530,128
29388,1,128,256,1763725865253537,256
29389,0,128,0,1763725865253558,128
29389,1,128,256,1763725865253567,256
29390,0,128,0,1763725865253598,128
29390,1,128,256,1763725865253606,256
29391,0,128,0,1763725865253636,128
29391,1,128,256,1763725865253643,256
29392,0,128,0,1763725865253663,128
29392,1,128,256,1763725865253670,256
29393,0,128,0,1763725865253702,128
29393,1,128,256,1763725865253710,256
29394,0,128,0,1763725865253741,128
29394,1,128,256,1763725865253749,256
29395,0,128,0,1763725865253777,128
29395,1,128,256,1763725865253785,256
29396,0,128,0,1763725865253801,128
29396,1,128,256,1763725865253809,256
29397,0,128,0,1763725865253841,128
29397,1,128,256,1763725865253848,256
29398,0,128,0,1763725865253877,128
29398,1,128,256,1763725865253883,256
29399,0,128,0,1763725865253913,128
29399,1,128,256,1763725865253920,256
29400,0,128,0,1763725865253938,128
29400,1,128,256,1763725865253944,256
29401,0,128,0,1763725865253979,128
29401,1,128,256,1763725865253987,256
29402,0,128,0,1763725865254016,128
29402,1,128,256,1763725865254024,256
29403,0,128,0,1763725865254045,128
29403,1,128,256,1763725865254052,256
29404,0,128,0,1763725865254084,128
29404,1,128,256,1763725865254092,256
29405,0,128,0,1763725865254121,128
29405,1,128,256,1763725865254129,256
29406,0,128,0,1763725865254152,128
29406,1,128,256,1763725865254159,256
29407,0,128,0,1763725865254187,128
29407,1,128,256,1763725865254195,256
29408,0,128,0,1763725865254223,128
29408,1,128,256,1763725865254231,256
29409,0,128,0,1763725865254263,128
29409,1,128,256,1763725865254272,256
29410,0,128,0,1763725865254290,128
29410,1,128,256,1763725865254298,256
29411,0,128,0,1763725865254330,128
29411,1,128,256,1763725865254338,256
29412,0,128,0,1763725865254375,128
29412,1,128,256,1763725865254385,256
29413,0,128,0,1763725865254393,128
29413,1,128,256,1763725865254400,256
29414,0,128,0,1763725865254434,128
29414,1,128,256,1763725865254442,256
29415,0,128,0,1763725865254469,128
29415,1,128,256,1763725865254481,256
29416,0,128,0,1763725865254550,128
29416,1,128,256,1763725865254569,256
29417,0,128,0,1763725865254577,128
29417,1,128,256,1763725865254584,256
29418,0,128,0,1763725865254590,128
29418,1,128,256,1763725865254595,256
29419,0,128,0,1763725865254616,128
29419,1,128,256,1763725865254625,256
29420,0,128,0,1763725865254645,128
29420,1,128,256,1763725865254652,256
29421,0,128,0,1763725865254681,128
29421,1,128,256,1763725865254688,256
29422,0,128,0,1763725865254714,128
29422,1,128,256,1763725865254722,256
29423,0,128,0,1763725865254763,128
29423,1,128,256,1763725865254771,256
29424,0,128,0,1763725865254776,128
29424,1,128,256,1763725865254782,256
29425,0,128,0,1763725865255046,128
29425,1,128,256,1763725865255056,256
29426,0,128,0,1763725865255084,128
29426,1,128,256,1763725865255092,256
29427,0,128,0,1763725865255123,128
29427,1,128,256,1763725865255130,256
29428,0,128,0,1763725865255145,128
29428,1,128,256,1763725865255153,256
29429,0,128,0,1763725865255187,128
29429,1,128,256,1763725865255195,256
29430,0,128,0,1763725865255214,128
29430,1,128,256,1763725865255222,256
29431,0,128,0,1763725865255259,128
29431,1,128,256,1763725865255267,256
29432,0,128,0,1763725865255284,128
29432,1,128,256,1763725865255293,256
29433,0,128,0,1763725865255321,128
29433,1,128,256,1763725865255330,256
29434,0,128,0,1763725865255375,128
29434,1,128,256,1763725865255385,256
29435,0,128,0,1763725865255411,128
29435,1,128,256,1763725865255420,256
29436,0,128,0,1763725865255427,128
29436,1,128,256,1763725865255435,256
29437,0,128,0,1763725865255461,128
29437,1,128,256,1763725865255470,256
29438,0,128,0,1763725865255499,128
29438,1,128,256,1763725865255508,256
29439,0,128,0,1763725865255527,128
29439,1,128,256,1763725865255536,256
29440,0,128,0,1763725865255566,128
29440,1,128,256,1763725865255576,256
29441,0,128,0,1763725865255606,128
29441,1,128,256,1763725865255615,256
29442,0,128,0,1763725865255634,128
29442,1,128,256,1763725865255643,256
29443,0,128,0,1763725865255673,128
29443,1,128,256,1763725865255682,256
29444,0,128,0,1763725865255742,128
29444,1,128,256,1763725865255752,256
29445,0,128,0,1763725865255759,128
29445,1,128,256,1763725865255767,256
29446,0,128,0,1763725865255774,128
29446,1,128,256,1763725865255782,256
29447,0,128,0,1763725865255812,128
29447,1,128,256,1763725865255821,256
29448,0,128,0,1763725865255852,128
29448,1,128,256,1763725865255860,256
29449,0,128,0,1763725865255877,128
29449,1,128,256,1763725865255887,256
29450,0,128,0,1763725865255915,128
29450,1,128,256,1763725865255925,256
29451,0,128,0,1763725865255932,128
29451,1,128,256,1763725865255962,256
29452,0,128,0,1763725865255972,128
29452,1,128,256,1763725865256003,256
29453,0,128,0,1763725865256012,128
29453,1,128,256,1763725865256032,256
29454,0,128,0,1763725865256041,128
29454,1,128,256,1763725865256070,256
29455,0,128,0,1763725865256079,128
29455,1,128,256,1763725865256099,256
29456,0,128,0,1763725865256108,128
29456,1,128,256,1763725865256139,256
29457,0,128,0,1763725865256148,128
29457,1,128,256,1763725865256177,256
29458,0,128,0,1763725865256186,128
29458,1,128,256,1763725865256206,256
29459,0,128,0,1763725865256215,128
29459,1,128,256,1763725865256245,256
29460,0,128,0,1763725865256254,128
29460,1,128,256,1763725865256277,256
29461,0,128,0,1763725865256286,128
29461,1,128,256,1763725865256315,256
29462,0,128,0,1763725865256322,128
29462,1,128,256,1763725865256341,256
29463,0,128,0,1763725865256349,128
29463,1,128,256,1763725865256401,256
29464,0,128,0,1763725865256411,128
29464,1,128,256,1763725865256418,256
29465,0,128,0,1763725865256425,128
29465,1,128,256,1763725865256448,256
29466,0,128,0,1763725865256456,128
29466,1,128,256,1763725865256483,256
29467,0,128,0,1763725865256491,128
29467,1,128,256,1763725865256520,256
29468,0,128,0,1763725865256528,128
29468,1,128,256,1763725865256560,256
29469,0,128,0,1763725865256568,128
29469,1,128,256,1763725865256588,256
29470,0,128,0,1763725865256597,128
29470,1,128,256,1763725865256628,256
29471,0,128,0,1763725865256636,128
29471,1,128,256,1763725865256666,256
29472,0,128,0,1763725865256675,128
29472,1,128,256,1763725865256698,256
29473,0,128,0,1763725865256707,128
29473,1,128,256,1763725865256726,256
29474,0,128,0,1763725865256734,128
29474,1,128,256,1763725865256765,256
29475,0,128,0,1763725865256774,128
29475,1,128,256,1763725865256804,256
29476,0,128,0,1763725865256813,128
29476,1,128,256,1763725865256833,256
29477,0,128,0,1763725865256842,128
29477,1,128,256,1763725865256872,256
29478,0,128,0,1763725865256881,128
29478,1,128,256,1763725865256902,256
29479,0,128,0,1763725865256911,128
29479,1,128,256,1763725865256942,256
29480,0,128,0,1763725865256951,128
29480,1,128,256,1763725865256970,256
29481,0,128,0,1763725865256978,128
29481,1,128,256,1763725865257009,256
29482,0,128,0,1763725865257018,128
29482,1,128,256,1763725865257049,256
29483,0,128,0,1763725865257058,128
29483,1,128,256,1763725865257076,256
29484,0,128,0,1763725865257084,128
29484,1,128,256,1763725865257117,256
29485,0,128,0,1763725865257125,128
29485,1,128,256,1763725865257147,256
29486,0,128,0,1763725865257156,128
29486,1,128,256,1763725865257187,256
29487,0,128,0,1763725865257196,128
29487,1,128,256,1763725865257215,256
29488,0,128,0,1763725865257223,128
29488,1,128,256,1763725865257430,256
29489,0,128,0,1763725865257440,128
29489,1,128,256,1763725865257467,256
29490,0,128,0,1763725865257476,128
29490,1,128,256,1763725865257506,256
29491,0,128,0,1763725865257514,128
29491,1,128,256,1763725865257532,256
29492,0,128,0,1763725865257540,128
29492,1,128,256,1763725865257571,256
29493,0,128,0,1763725865257580,128
29493,1,128,256,1763725865257602,256
29494,0,128,0,1763725865257611,128
29494,1,128,256,1763725865257632,256
29495,0,128,0,1763725865257642,128
29495,1,128,256,1763725865257675,256
29496,0,128,0,1763725865257685,128
29496,1,128,256,1763725865257693,256
29497,0,128,0,1763725865257724,128
29497,1,128,256,1763725865257734,256
29498,0,128,0,1763725865257765,128
29498,1,128,256,1763725865257774,256
29499,0,128,0,1763725865257803,128
29499,1,128,256,1763725865257812,256
29500,0,128,0,1763725865257831,128
29500,1,128,256,1763725865257840,256
29501,0,128,0,1763725865257872,128
29501,1,128,256,1763725865257881,256
29502,0,128,0,1763725865257909,128
29502,1,128,256,1763725865257918,256
29503,0,128,0,1763725865257940,128
29503,1,128,256,1763725865257949,256
29504,0,128,0,1763725865257969,128
29504,1,128,256,1763725865257979,256
29505,0,128,0,1763725865258008,128
29505,1,128,256,1763725865258017,256
29506,0,128,0,1763725865258048,128
29506,1,128,256,1763725865258057,256
29507,0,128,0,1763725865258894,128
29507,1,128,256,1763725865258905,256
29508,0,128,0,1763725865258914,128
29508,1,128,256,1763725865258922,256
29509,0,128,0,1763725865258929,128
29509,1,128,256,1763725865258937,256
29510,0,128,0,1763725865258945,128
29510,1,128,256,1763725865258954,256
29511,0,128,0,1763725865258961,128
29511,1,128,256,1763725865258969,256
29512,0,128,0,1763725865258975,128
29512,1,128,256,1763725865258983,256
29513,0,128,0,1763725865258991,128
29513,1,128,256,1763725865258998,256
29514,0,128,0,1763725865259006,128
29514,1,128,256,1763725865259014,256
29515,0,128,0,1763725865259022,128
29515,1,128,256,1763725865259029,256
29516,0,128,0,1763725865259038,128
29516,1,128,256,1763725865259046,256
29517,0,128,0,1763725865259057,128
29517,1,128,256,1763725865259066,256
29518,0,128,0,1763725865259073,128
29518,1,128,256,1763725865259080,256
29519,0,128,0,1763725865259088,128
29519,1,128,256,1763725865259093,256
29520,0,128,0,1763725865259102,128
29520,1,128,256,1763725865259109,256
29521,0,128,0,1763725865259118,128
29521,1,128,256,1763725865259123,256
29522,0,128,0,1763725865259131,128
29522,1,128,256,1763725865259142,256
29523,0,128,0,1763725865259147,128
29523,1,128,256,1763725865259154,256
29524,0,128,0,1763725865259161,128
29524,1,128,256,1763725865259169,256
29525,0,128,0,1763725865259176,128
29525,1,128,256,1763725865259183,256
29526,0,128,0,1763725865259189,128
29526,1,128,256,1763725865259196,256
29527,0,128,0,1763725865259203,128
29527,1,128,256,1763725865259211,256
29528,0,128,0,1763725865259219,128
29528,1,128,256,1763725865259226,256
29529,0,128,0,1763725865259236,128
29529,1,128,256,1763725865259244,256
29530,0,128,0,1763725865259251,128
29530,1,128,256,1763725865259256,256
29531,0,128,0,1763725865259264,128
29531,1,128,256,1763725865259272,256
29532,0,128,0,1763725865259279,128
29532,1,128,256,1763725865259286,256
29533,0,128,0,1763725865259294,128
29533,1,128,256,1763725865259303,256
29534,0,128,0,1763725865259310,128
29534,1,128,256,1763725865259318,256
29535,0,128,0,1763725865259325,128
29535,1,128,256,1763725865259332,256
29536,0,128,0,1763725865259339,128
29536,1,128,256,1763725865259346,256
29537,0,128,0,1763725865259353,128
29537,1,128,256,1763725865259360,256
29538,0,128,0,1763725865259380,128
29538,1,128,256,1763725865259389,256
29539,0,128,0,1763725865259396,128
29539,1,128,256,1763725865259405,256
29540,0,128,0,1763725865259412,128
29540,1,128,256,1763725865259419,256
29541,0,128,0,1763725865259427,128
29541,1,128,256,1763725865259435,256
29542,0,128,0,1763725865259442,128
29542,1,128,256,1763725865259449,256
29543,0,128,0,1763725865259455,128
29543,1,128,256,1763725865259462,256
29544,0,128,0,1763725865259470,128
29544,1,128,256,1763725865259481,256
29545,0,128,0,1763725865259488,128
29545,1,128,256,1763725865259494,256
29546,0,128,0,1763725865259502,128
29546,1,128,256,1763725865259510,256
29547,0,128,0,1763725865259517,128
29547,1,128,256,1763725865259524,256
29548,0,128,0,1763725865259533,128
29548,1,128,256,1763725865259540,256
29549,0,128,0,1763725865259548,128
29549,1,128,256,1763725865259556,256
29550,0,128,0,1763725865259591,128
29550,1,128,256,1763725865259600,256
29551,0,128,0,1763725865259608,128
29551,1,128,256,1763725865259616,256
29552,0,128,0,1763725865259876,128
29552,1,128,256,1763725865259887,256
29553,0,128,0,1763725865259914,128
29553,1,128,256,1763725865259922,256
29554,0,128,0,1763725865259952,128
29554,1,128,256,1763725865259961,256
29555,0,128,0,1763725865259978,128
29555,1,128,256,1763725865259987,256
29556,0,128,0,1763725865260022,128
29556,1,128,256,1763725865260031,256
29557,0,128,0,1763725865260049,128
29557,1,128,256,1763725865260059,256
29558,0,128,0,1763725865260092,128
29558,1,128,256,1763725865260101,256
29559,0,128,0,1763725865260120,128
29559,1,128,256,1763725865260130,256
29560,0,128,0,1763725865260151,128
29560,1,128,256,1763725865260161,256
29561,0,128,0,1763725865260194,128
29561,1,128,256,1763725865260203,256
29562,0,128,0,1763725865260232,128
29562,1,128,256,1763725865260242,256
29563,0,128,0,1763725865260266,128
29563,1,128,256,1763725865260275,256
29564,0,128,0,1763725865260284,128
29564,1,128,256,1763725865260292,256
29565,0,128,0,1763725865260330,128
29565,1,128,256,1763725865260338,256
29566,0,128,0,1763725865260359,128
29566,1,128,256,1763725865260378,256
29567,0,128,0,1763725865260419,128
29567,1,128,256,1763725865260428,256
29568,0,128,0,1763725865260437,128
29568,1,128,256,1763725865260445,256
29569,0,128,0,1763725865260468,128
29569,1,128,256,1763725865260477,256
29570,0,128,0,1763725865260501,128
29570,1,128,256,1763725865260510,256
29571,0,128,0,1763725865260541,128
29571,1,128,256,1763725865260549,256
29572,0,128,0,1763725865260571,128
29572,1,128,256,1763725865260580,256
29573,0,128,0,1763725865260602,128
29573,1,128,256,1763725865260611,256
29574,0,128,0,1763725865260644,128
29574,1,128,256,1763725865260653,256
29575,0,128,0,1763725865260685,128
29575,1,128,256,1763725865260694,256
29576,0,128,0,1763725865260703,128
29576,1,128,256,1763725865260711,256
29577,0,128,0,1763725865260739,128
29577,1,128,256,1763725865260748,256
29578,0,128,0,1763725865260779,128
29578,1,128,256,1763725865260788,256
29579,0,128,0,1763725865260822,128
29579,1,128,256,1763725865260831,256
29580,0,128,0,1763725865260840,128
29580,1,128,256,1763725865260848,256
29581,0,128,0,1763725865260886,128
29581,1,128,256,1763725865260895,256
29582,0,128,0,1763725865260924,128
29582,1,128,256,1763725865260933,256
29583,0,128,0,1763725865260951,128
29583,1,128,256,1763725865260960,256
29584,0,128,0,1763725865260988,128
29584,1,128,256,1763725865260996,256
29585,0,128,0,1763725865261028,128
29585,1,128,256,1763725865261037,256
29586,0,128,0,1763725865261069,128
29586,1,128,256,1763725865261077,256
29587,0,128,0,1763725865261086,128
29587,1,128,256,1763725865261095,256
29588,0,128,0,1763725865261130,128
29588,1,128,256,1763725865261139,256
29589,0,128,0,1763725865261169,128
29589,1,128,256,1763725865261177,256
29590,0,128,0,1763725865261195,128
29590,1,128,256,1763725865261204,256
29591,0,128,0,1763725865261227,128
29591,1,128,256,1763725865261235,256
29592,0,128,0,1763725865261267,128
29592,1,128,256,1763725865261276,256
29593,0,128,0,1763725865261308,128
29593,1,128,256,1763725865261317,256
29594,0,128,0,1763725865261338,128
29594,1,128,256,1763725865261348,256
29595,0,128,0,1763725865261389,128
29595,1,128,256,1763725865261399,256
29596,0,128,0,1763725865261407,128
29596,1,128,256,1763725865261416,256
29597,0,128,0,1763725865261447,128
29597,1,128,256,1763725865261457,256
29598,0,128,0,1763725865261482,128
29598,1,128,256,1763725865261492,256
29599,0,128,0,1763725865261521,128
29599,1,128,256,1763725865261531,256
29600,0,128,0,1763725865261551,128
29600,1,128,256,1763725865261560,256
29601,0,128,0,1763725865261583,128
29601,1,128,256,1763725865261593,256
29602,0,128,0,1763725865261629,128
29602,1,128,256,1763725865261638,256
29603,0,128,0,1763725865261647,128
29603,1,128,256,1763725865261656,256
29604,0,128,0,1763725865261680,128
29604,1,128,256,1763725865261690,256
29605,0,128,0,1763725865261726,128
29605,1,128,256,1763725865261736,256
29606,0,128,0,1763725865261758,128
29606,1,128,256,1763725865261768,256
29607,0,128,0,1763725865261797,128
29607,1,128,256,1763725865261807,256
29608,0,128,0,1763725865261830,128
29608,1,128,256,1763725865261840,256
29609,0,128,0,1763725865261864,128
29609,1,128,256,1763725865261873,256
29610,0,128,0,1763725865261895,128
29610,1,128,256,1763725865261905,256
29611,0,128,0,1763725865261927,128
29611,1,128,256,1763725865261936,256
29612,0,128,0,1763725865261973,128
29612,1,128,256,1763725865261983,256
29613,0,128,0,1763725865262003,128
29613,1,128,256,1763725865262013,256
29614,0,128,0,1763725865262046,128
29614,1,128,256,1763725865262056,256
29615,0,128,0,1763725865262065,128
29615,1,128,256,1763725865262074,256
29616,0,128,0,1763725865262615,128
29616,1,128,256,1763725865262627,256
29617,0,128,0,1763725865262640,128
29617,1,128,256,1763725865262649,256
29618,0,128,0,1763725865262693,128
29618,1,128,256,1763725865262703,256
29619,0,128,0,1763725865262712,128
29619,1,128,256,1763725865262720,256
29620,0,128,0,1763725865262753,128
29620,1,128,256,1763725865262763,256
29621,0,128,0,1763725865262793,128
29621,1,128,256,1763725865262803,256
29622,0,128,0,1763725865262812,128
29622,1,128,256,1763725865262821,256
29623,0,128,0,1763725865262863,128
29623,1,128,256,1763725865262872,256
29624,0,128,0,1763725865262896,128
29624,1,128,256,1763725865262906,256
29625,0,128,0,1763725865262929,128
29625,1,128,256,1763725865262938,256
29626,0,128,0,1763725865262963,128
29626,1,128,256,1763725865262972,256
29627,0,128,0,1763725865263004,128
29627,1,128,256,1763725865263014,256
29628,0,128,0,1763725865263023,128
29628,1,128,256,1763725865263032,256
29629,0,128,0,1763725865263057,128
29629,1,128,256,1763725865263067,256
29630,0,128,0,1763725865263076,128
29630,1,128,256,1763725865263126,256
29631,0,128,0,1763725865263136,128
29631,1,128,256,1763725865263144,256
29632,0,128,0,1763725865263154,128
29632,1,128,256,1763725865263180,256
29633,0,128,0,1763725865263190,128
29633,1,128,256,1763725865263223,256
29634,0,128,0,1763725865263233,128
29634,1,128,256,1763725865263256,256
29635,0,128,0,1763725865263266,128
29635,1,128,256,1763725865263285,256
29636,0,128,0,1763725865263294,128
29636,1,128,256,1763725865263334,256
29637,0,128,0,1763725865263344,128
29637,1,128,256,1763725865263356,256
29638,0,128,0,1763725865263379,128
29638,1,128,256,1763725865263425,256
29639,0,128,0,1763725865263435,128
29639,1,128,256,1763725865263442,256
29640,0,128,0,1763725865263449,128
29640,1,128,256,1763725865263471,256
29641,0,128,0,1763725865263482,128
29641,1,128,256,1763725865263491,256
29642,0,128,0,1763725865263502,128
29642,1,128,256,1763725865263534,256
29643,0,128,0,1763725865263544,128
29643,1,128,256,1763725865263578,256
29644,0,128,0,1763725865263588,128
29644,1,128,256,1763725865263611,256
29645,0,128,0,1763725865263621,128
29645,1,128,256,1763725865263630,256
29646,0,128,0,1763725865263640,128
29646,1,128,256,1763725865263667,256
29647,0,128,0,1763725865263677,128
29647,1,128,256,1763725865263708,256
29648,0,128,0,1763725865263717,128
29648,1,128,256,1763725865263727,256
29649,0,128,0,1763725865263739,128
29649,1,128,256,1763725865263780,256
29650,0,128,0,1763725865263790,128
29650,1,128,256,1763725865263812,256
29651,0,128,0,1763725865263822,128
29651,1,128,256,1763725865263857,256
29652,0,128,0,1763725865263867,128
29652,1,128,256,1763725865263876,256
29653,0,128,0,1763725865263885,128
29653,1,128,256,1763725865263905,256
29654,0,128,0,1763725865263935,128
29654,1,128,256,1763725865263945,256
29655,0,128,0,1763725865263965,128
29655,1,128,256,1763725865263975,256
29656,0,128,0,1763725865264006,128
29656,1,128,256,1763725865264016,256
29657,0,128,0,1763725865264041,128
29657,1,128,256,1763725865264052,256
29658,0,128,0,1763725865264076,128
29658,1,128,256,1763725865264086,256
29659,0,128,0,1763725865264117,128
29659,1,128,256,1763725865264127,256
29660,0,128,0,1763725865264165,128
29660,1,128,256,1763725865264175,256
29661,0,128,0,1763725865264184,128
29661,1,128,256,1763725865264195,256
29662,0,128,0,1763725865264207,128
29662,1,128,256,1763725865264216,256
29663,0,128,0,1763725865264257,128
29663,1,128,256,1763725865264267,256
29664,0,128,0,1763725865264278,128
29664,1,128,256,1763725865264288,256
29665,0,128,0,1763725865264318,128
29665,1,128,256,1763725865264328,256
29666,0,128,0,1763725865264369,128
29666,1,128,256,1763725865264381,256
29667,0,128,0,1763725865264412,128
29667,1,128,256,1763725865264422,256
29668,0,128,0,1763725865264432,128
29668,1,128,256,1763725865264441,256
29669,0,128,0,1763725865264465,128
29669,1,128,256,1763725865264474,256
29670,0,128,0,1763725865264494,128
29670,1,128,256,1763725865264504,256
29671,0,128,0,1763725865264523,128
29671,1,128,256,1763725865264534,256
29672,0,128,0,1763725865264570,128
29672,1,128,256,1763725865264580,256
29673,0,128,0,1763725865264601,128
29673,1,128,256,1763725865264611,256
29674,0,128,0,1763725865264647,128
29674,1,128,256,1763725865264657,256
29675,0,128,0,1763725865264666,128
29675,1,128,256,1763725865264676,256
29676,0,128,0,1763725865264703,128
29676,1,128,256,1763725865264712,256
29677,0,128,0,1763725865264744,128
29677,1,128,256,1763725865264754,256
29678,0,128,0,1763725865264764,128
29678,1,128,256,1763725865264774,256
29679,0,128,0,1763725865265034,128
29679,1,128,256,1763725865265046,256
29680,0,128,0,1763725865265077,128
29680,1,128,256,1763725865265087,256
29681,0,128,0,1763725865265113,128
29681,1,128,256,1763725865265122,256
29682,0,128,0,1763725865265131,128
29682,1,128,256,1763725865265139,256
29683,0,128,0,1763725865265181,128
29683,1,128,256,1763725865265190,256
29684,0,128,0,1763725865265202,128
29684,1,128,256,1763725865265209,256
29685,0,128,0,1763725865265245,128
29685,1,128,256,1763725865265254,256
29686,0,128,0,1763725865265275,128
29686,1,128,256,1763725865265284,256
29687,0,128,0,1763725865265315,128
29687,1,128,256,1763725865265323,256
29688,0,128,0,1763725865265357,128
29688,1,128,256,1763725865265373,256
29689,0,128,0,1763725865265383,128
29689,1,128,256,1763725865265391,256
29690,0,128,0,1763725865265427,128
29690,1,128,256,1763725865265436,256
29691,0,128,0,1763725865265445,128
29691,1,128,256,1763725865265454,256
29692,0,128,0,1763725865265497,128
29692,1,128,256,1763725865265506,256
29693,0,128,0,1763725865265515,128
29693,1,128,256,1763725865265523,256
29694,0,128,0,1763725865265563,128
29694,1,128,256,1763725865265572,256
29695,0,128,0,1763725865265600,128
29695,1,128,256,1763725865265609,256
29696,0,128,0,1763725865265619,128
29696,1,128,256,1763725865265627,256
29697,0,128,0,1763725865265665,128
29697,1,128,256,1763725865265674,256
29698,0,128,0,1763725865265695,128
29698,1,128,256,1763725865265704,256
29699,0,128,0,1763725865265736,128
29699,1,128,256,1763725865265746,256
29700,0,128,0,1763725865265767,128
29700,1,128,256,1763725865265777,256
29701,0,128,0,1763725865265807,128
