pair_id,variant,plain_size,transformed_size,recv_ts_us,payload_bytes
30221,0,128,0,1763725937800676,128
30221,5,128,288,1763725937800682,288
30222,0,128,0,1763725937800687,128
30222,5,128,288,1763725937800693,288
30223,0,128,0,1763725937800701,128
30223,5,128,288,1763725937800707,288
30224,0,128,0,1763725937800711,128
30224,5,128,288,1763725937800722,288
30225,0,128,0,1763725937800728,128
30225,5,128,288,1763725937800734,288
30226,0,128,0,1763725937800741,128
30226,5,128,288,1763725937800747,288
30227,0,128,0,1763725937800752,128
30308,0,128,0,1763725937800762,128
30308,5,128,288,1763725937800767,288
30309,0,128,0,1763725937800773,128
30309,5,128,288,1763725937800781,288
30310,0,128,0,1763725937800995,128
30310,5,128,288,1763725937801622,288
30311,0,128,0,1763725937802828,128
30311,5,128,288,1763725937802858,288
30312,0,128,0,1763725937802868,128
30312,5,128,288,1763725937802916,288
30313,0,128,0,1763725937802925,128
30313,5,128,288,1763725937802936,288
30314,0,128,0,1763725937802944,128
30314,5,128,288,1763725937802949,288
30315,0,128,0,1763725937802955,128
30315,5,128,288,1763725937802962,288
30316,0,128,0,1763725937802970,128
30316,5,128,288,1763725937802977,288
30317,0,128,0,1763725937803007,128
30317,5,128,288,1763725937803059,288
30318,0,128,0,1763725937803086,128
30318,5,128,288,1763725937803124,288
30319,0,128,0,1763725937803151,128
30319,5,128,288,1763725937803544,288
30320,0,128,0,1763725937803570,128
30320,5,128,288,1763725937803596,288
30321,0,128,0,1763725937803618,128
30321,5,128,288,1763725937803993,288
30322,0,128,0,1763725937804019,128
30322,5,128,288,1763725937804071,288
30323,0,128,0,1763725937804098,128
30323,5,128,288,1763725937804140,288
30324,0,128,0,1763725937804593,128
30324,5,128,288,1763725937804629,288
30325,0,128,0,1763725937804639,128
30325,5,128,288,1763725937804696,288
30326,0,128,0,1763725937805102,128
30326,5,128,288,1763725937805111,288
30327,0,128,0,1763725937805590,128
30327,5,128,288,1763725937805625,288
30328,0,128,0,1763725937805649,128
30328,5,128,288,1763725937807276,288
30329,0,128,0,1763725937807311,128
30329,5,128,288,1763725937807382,288
30330,0,128,0,1763725937807428,128
30330,5,128,288,1763725937807573,288
30331,0,128,0,1763725937807598,128
30331,5,128,288,1763725937808654,288
30332,0,128,0,1763725937808680,128
30332,5,128,288,1763725937808692,288
30333,0,128,0,1763725937808702,128
30333,5,128,288,1763725937808807,288
30334,0,128,0,1763725937808834,128
30334,5,128,288,1763725937809330,288
30335,0,128,0,1763725937809354,128
30335,5,128,288,1763725937809389,288
30336,0,128,0,1763725937809400,128
30336,5,128,288,1763725937809410,288
30337,0,128,0,1763725937809422,128
30337,5,128,288,1763725937809478,288
30338,0,128,0,1763725937809505,128
30338,5,128,288,1763725937809556,288
30339,0,128,0,1763725937809580,128
30339,5,128,288,1763725937809625,288
30340,0,128,0,1763725937809654,128
30340,5,128,288,1763725937810155,288
30341,0,128,0,1763725937810167,128
30341,5,128,288,1763725937810200,288
30342,0,128,0,1763725937810229,128
30342,5,128,288,1763725937810279,288
30343,0,128,0,1763725937810305,128
30343,5,128,288,1763725937810348,288
30344,0,128,0,1763725937810383,128
30344,5,128,288,1763725937810842,288
30345,0,128,0,1763725937810854,128
30345,5,128,288,1763725937810890,288
30346,0,128,0,1763725937810915,128
30346,5,128,288,1763725937811318,288
30347,0,128,0,1763725937811328,128
30347,5,128,288,1763725937811375,288
30348,0,128,0,1763725937811384,128
30348,5,128,288,1763725937811832,288
30349,0,128,0,1763725937812277,128
30349,5,128,288,1763725937812302,288
30350,0,128,0,1763725937812327,128
30350,5,128,288,1763725937812751,288
30351,0,128,0,1763725937813711,128
30351,5,128,288,1763725937814264,288
30352,0,128,0,1763725937814274,128
30352,5,128,288,1763725937814311,288
30353,0,128,0,1763725937814337,128
30353,5,128,288,1763725937814861,288
30354,0,128,0,1763725937814882,128
30354,5,128,288,1763725937814890,288
30355,0,128,0,1763725937814906,128
30355,5,128,288,1763725937814930,288
30356,0,128,0,1763725937814958,128
30356,5,128,288,1763725937815004,288
30357,0,128,0,1763725937815030,128
30357,5,128,288,1763725937815072,288
30358,0,128,0,1763725937815097,128
30358,5,128,288,1763725937815481,288
30359,0,128,0,1763725937815503,128
30359,5,128,288,1763725937815543,288
30360,0,128,0,1763725937815567,128
30360,5,128,288,1763725937816045,288
30361,0,128,0,1763725937816451,128
30361,5,128,288,1763725937816491,288
30362,0,128,0,1763725937816521,128
30362,5,128,288,1763725937816577,288
30363,0,128,0,1763725937816602,128
30363,5,128,288,1763725937816639,288
30364,0,128,0,1763725937816677,128
30364,5,128,288,1763725937818991,288
30365,0,128,0,1763725937819383,128
30365,5,128,288,1763725937819409,288
30366,0,128,0,1763725937819416,128
30366,5,128,288,1763725937819421,288
30367,0,128,0,1763725937819456,128
30367,5,128,288,1763725937819558,288
30368,0,128,0,1763725937819575,128
30368,5,128,288,1763725937819582,288
30369,0,128,0,1763725937819608,128
30369,5,128,288,1763725937819714,288
30370,0,128,0,1763725937819733,128
30370,5,128,288,1763725937819739,288
30371,0,128,0,1763725937819777,128
30371,5,128,288,1763725937819806,288
30372,0,128,0,1763725937819831,128
30372,5,128,288,1763725937820672,288
30373,0,128,0,1763725937820693,128
30373,5,128,288,1763725937820701,288
30374,0,128,0,1763725937820712,128
30374,5,128,288,1763725937820719,288
30375,0,128,0,1763725937820742,128
30375,5,128,288,1763725937820840,288
30376,0,128,0,1763725937820859,128
30376,5,128,288,1763725937821818,288
30377,0,128,0,1763725937821843,128
30377,5,128,288,1763725937821853,288
30378,0,128,0,1763725937821861,128
30378,5,128,288,1763725937821868,288
30379,0,128,0,1763725937821876,128
30379,5,128,288,1763725937821981,288
30380,0,128,0,1763725937822923,128
30380,5,128,288,1763725937822949,288
30381,0,128,0,1763725937822956,128
30381,5,128,288,1763725937822963,288
30382,0,128,0,1763725937822969,128
30382,5,128,288,1763725937824023,288
30383,0,128,0,1763725937824082,128
30383,5,128,288,1763725937824091,288
30384,0,128,0,1763725937824097,128
30384,5,128,288,1763725937824103,288
30385,0,128,0,1763725937824111,128
30385,5,128,288,1763725937824786,288
30386,0,128,0,1763725937824814,128
30386,5,128,288,1763725937824825,288
30387,0,128,0,1763725937824834,128
30387,5,128,288,1763725937824898,288
30388,0,128,0,1763725937824932,128
30388,5,128,288,1763725937824969,288
30389,0,128,0,1763725937824981,128
30389,5,128,288,1763725937825473,288
30390,0,128,0,1763725937825486,128
30390,5,128,288,1763725937825542,288
30391,0,128,0,1763725937825555,128
30391,5,128,288,1763725937825610,288
30392,0,128,0,1763725937825641,128
30392,5,128,288,1763725937826525,288
30393,0,128,0,1763725937826560,128
30393,5,128,288,1763725937826578,288
30394,0,128,0,1763725937826594,128
30394,5,128,288,1763725937826650,288
30395,0,128,0,1763725937826687,128
30395,5,128,288,1763725937826704,288
30396,0,128,0,1763725937826746,128
30396,5,128,288,1763725937827598,288
30397,0,128,0,1763725937827614,128
30397,5,128,288,1763725937828051,288
30398,0,128,0,1763725937828072,128
30398,5,128,288,1763725937828104,288
30399,0,128,0,1763725937828137,128
30399,5,128,288,1763725937828172,288
30400,0,128,0,1763725937828208,128
30400,5,128,288,1763725937828635,288
30401,0,128,0,1763725937828646,128
30401,5,128,288,1763725937828695,288
30402,0,128,0,1763725937828719,128
30402,5,128,288,1763725937829892,288
30403,0,128,0,1763725937829907,128
30403,5,128,288,1763725937829917,288
30404,0,128,0,1763725937829951,128
30404,5,128,288,1763725937829992,288
30405,0,128,0,1763725937830638,128
30405,5,128,288,1763725937831004,288
30406,0,128,0,1763725937831409,128
30406,5,128,288,1763725937832143,288
30407,0,128,0,1763725937832158,128
30407,5,128,288,1763725937832167,288
30408,0,128,0,1763725937832176,128
30408,5,128,288,1763725937832185,288
30409,0,128,0,1763725937832751,128
30409,5,128,288,1763725937832780,288
30410,0,128,0,1763725937832788,128
30410,5,128,288,1763725937832823,288
30411,0,128,0,1763725937832833,128
30411,5,128,288,1763725937832839,288
30412,0,128,0,1763725937832846,128
30412,5,128,288,1763725937833940,288
30413,0,128,0,1763725937833970,128
30413,5,128,288,1763725937833977,288
30414,0,128,0,1763725937833983,128
30414,5,128,288,1763725937834035,288
30415,0,128,0,1763725937834060,128
30415,5,128,288,1763725937834098,288
30416,0,128,0,1763725937834135,128
30416,5,128,288,1763725937834186,288
30417,0,128,0,1763725937834212,128
30417,5,128,288,1763725937834263,288
30418,0,128,0,1763725937834289,128
30418,5,128,288,1763725937834328,288
30419,0,128,0,1763725937834353,128
30419,5,128,288,1763725937834775,288
30420,0,128,0,1763725937834796,128
30420,5,128,288,1763725937834839,288
30421,0,128,0,1763725937834867,128
30421,5,128,288,1763725937834909,288
30422,0,128,0,1763725937836385,128
30422,5,128,288,1763725937836441,288
30423,0,128,0,1763725937836486,128
30423,5,128,288,1763725937837805,288
30424,0,128,0,1763725937837826,128
30424,5,128,288,1763725937837835,288
30425,0,128,0,1763725937837845,128
30425,5,128,288,1763725937838520,288
30426,0,128,0,1763725937838539,128
30426,5,128,288,1763725937838548,288
30427,0,128,0,1763725937838555,128
30427,5,128,288,1763725937838563,288
30428,0,128,0,1763725937838573,128
30428,5,128,288,1763725937838580,288
30429,0,128,0,1763725937838587,128
30429,5,128,288,1763725937838595,288
30430,0,128,0,1763725937838603,128
30430,5,128,288,1763725937838610,288
30431,0,128,0,1763725937838618,128
30431,5,128,288,1763725937838625,288
30432,0,128,0,1763725937838638,128
30432,5,128,288,1763725937839453,288
30433,0,128,0,1763725937839472,128
30433,5,128,288,1763725937839523,288
30434,0,128,0,1763725937839553,128
30434,5,128,288,1763725937839590,288
30435,0,128,0,1763725937839618,128
30435,5,128,288,1763725937840131,288
30436,0,128,0,1763725937840157,128
30436,5,128,288,1763725937840194,288
30437,0,128,0,1763725937840216,128
30437,5,128,288,1763725937840606,288
30438,0,128,0,1763725937840631,128
30438,5,128,288,1763725937840675,288
30439,0,128,0,1763725937840700,128
30439,5,128,288,1763725937841096,288
30440,0,128,0,1763725937842130,128
30440,5,128,288,1763725937842734,288
30441,0,128,0,1763725937842750,128
30441,5,128,288,1763725937842756,288
30442,0,128,0,1763725937842761,128
30442,5,128,288,1763725937842800,288
30443,0,128,0,1763725937842838,128
30443,5,128,288,1763725937842883,288
30444,0,128,0,1763725937842909,128
30444,5,128,288,1763725937842962,288
30445,0,128,0,1763725937843420,128
30445,5,128,288,1763725937843436,288
30446,0,128,0,1763725937843446,128
30446,5,128,288,1763725937843506,288
30447,0,128,0,1763725937843949,128
30447,5,128,288,1763725937843968,288
30448,0,128,0,1763725937843975,128
30448,5,128,288,1763725937844492,288
30449,0,128,0,1763725937844503,128
30449,5,128,288,1763725937844987,288
30450,0,128,0,1763725937846230,128
30450,5,128,288,1763725937846549,288
30451,0,128,0,1763725937846949,128
30451,5,128,288,1763725937846967,288
30452,0,128,0,1763725937846981,128
30452,5,128,288,1763725937846994,288
30453,0,128,0,1763725937847021,128
30453,5,128,288,1763725937847053,288
30454,0,128,0,1763725937847082,128
30454,5,128,288,1763725937847122,288
30455,0,128,0,1763725937847160,128
30455,5,128,288,1763725937847203,288
30456,0,128,0,1763725937847232,128
30456,5,128,288,1763725937847272,288
30457,0,128,0,1763725937847299,128
30457,5,128,288,1763725937848801,288
30458,0,128,0,1763725937848818,128
30458,5,128,288,1763725937848848,288
30459,0,128,0,1763725937848874,128
30459,5,128,288,1763725937848914,288
30460,0,128,0,1763725937848930,128
30460,5,128,288,1763725937848999,288
30461,0,128,0,1763725937849028,128
30461,5,128,288,1763725937849060,288
30462,0,128,0,1763725937849087,128
30462,5,128,288,1763725937849966,288
30463,0,128,0,1763725937849983,128
30463,5,128,288,1763725937850012,288
30464,0,128,0,1763725937850026,128
30464,5,128,288,1763725937850087,288
30465,0,128,0,1763725937850114,128
30465,5,128,288,1763725937850151,288
30466,0,128,0,1763725937850179,128
30466,5,128,288,1763725937850552,288
30467,0,128,0,1763725937850565,128
30467,5,128,288,1763725937850610,288
30468,0,128,0,1763725937850642,128
30468,5,128,288,1763725937853907,288
30469,0,128,0,1763725937853920,128
30469,5,128,288,1763725937853929,288
30470,0,128,0,1763725937853938,128
30470,5,128,288,1763725937853946,288
30471,0,128,0,1763725937853954,128
30471,5,128,288,1763725937853962,288
30472,0,128,0,1763725937853971,128
30472,5,128,288,1763725937853982,288
30473,0,128,0,1763725937854039,128
30473,5,128,288,1763725937854048,288
30474,0,128,0,1763725937854057,128
30474,5,128,288,1763725937854075,288
30475,0,128,0,1763725937854101,128
30475,5,128,288,1763725937854223,288
30476,0,128,0,1763725937854234,128
30476,5,128,288,1763725937854243,288
30477,0,128,0,1763725937854253,128
30477,5,128,288,1763725937854348,288
30478,0,128,0,1763725937854358,128
30478,5,128,288,1763725937854849,288
30479,0,128,0,1763725937854863,128
30479,5,128,288,1763725937855247,288
30480,0,128,0,1763725937855266,128
30480,5,128,288,1763725937855277,288
30481,0,128,0,1763725937855285,128
30481,5,128,288,1763725937855359,288
30482,0,128,0,1763725937855382,128
30482,5,128,288,1763725937855431,288
30483,0,128,0,1763725937855832,128
30483,5,128,288,1763725937855847,288
30484,0,128,0,1763725937856285,128
30484,5,128,288,1763725937858474,288
30485,0,128,0,1763725937859403,128
30485,5,128,288,1763725937859420,288
30486,0,128,0,1763725937859433,128
30486,5,128,288,1763725937859589,288
30487,0,128,0,1763725937859600,128
30487,5,128,288,1763725937859611,288
30488,0,128,0,1763725937859620,128
30488,5,128,288,1763725937859630,288
30489,0,128,0,1763725937859748,128
30489,5,128,288,1763725937859760,288
30490,0,128,0,1763725937859769,128
30490,5,128,288,1763725937859780,288
30491,0,128,0,1763725937859790,128
30491,5,128,288,1763725937859933,288
30492,0,128,0,1763725937859944,128
30492,5,128,288,1763725937859954,288
30493,0,128,0,1763725937861473,128
30493,5,128,288,1763725937861485,288
30494,0,128,0,1763725937861498,128
30494,5,128,288,1763725937861508,288
30495,0,128,0,1763725937861524,128
30495,5,128,288,1763725937861533,288
30496,0,128,0,1763725937861543,128
30496,5,128,288,1763725937861553,288
30497,0,128,0,1763725937861564,128
30497,5,128,288,1763725937861656,288
30498,0,128,0,1763725937861668,128
30498,5,128,288,1763725937861679,288
30499,0,128,0,1763725937861690,128
30499,5,128,288,1763725937861786,288
30500,0,128,0,1763725937861798,128
30500,5,128,288,1763725937863057,288
30501,0,128,0,1763725937863076,128
30501,5,128,288,1763725937863083,288
30502,0,128,0,1763725937863089,128
30502,5,128,288,1763725937863111,288
30503,0,128,0,1763725937863132,128
30503,5,128,288,1763725937863185,288
30504,0,128,0,1763725937863210,128
30504,5,128,288,1763725937863265,288
30505,0,128,0,1763725937863273,128
30505,5,128,288,1763725937863716,288
30506,0,128,0,1763725937863730,128
30506,5,128,288,1763725937863766,288
30507,0,128,0,1763725937863792,128
30507,5,128,288,1763725937864217,288
30508,0,128,0,1763725937865070,128
30508,5,128,288,1763725937865084,288
30509,0,128,0,1763725937865100,128
30509,5,128,288,1763725937865155,288
30510,0,128,0,1763725937865180,128
30510,5,128,288,1763725937865223,288
30511,0,128,0,1763725937865248,128
30511,5,128,288,1763725937865304,288
30512,0,128,0,1763725937865329,128
30512,5,128,288,1763725937865380,288
30513,0,128,0,1763725937866170,128
30513,5,128,288,1763725937866192,288
30514,0,128,0,1763725937866200,128
30514,5,128,288,1763725937866243,288
30515,0,128,0,1763725937866267,128
30515,5,128,288,1763725937866649,288
30516,0,128,0,1763725937866670,128
30516,5,128,288,1763725937870245,288
30517,0,128,0,1763725937870281,128
30517,5,128,288,1763725937870289,288
30518,0,128,0,1763725937870395,128
30518,5,128,288,1763725937870420,288
30519,0,128,0,1763725937870540,128
30519,5,128,288,1763725937870559,288
30520,0,128,0,1763725937870696,128
30520,5,128,288,1763725937870823,288
30521,0,128,0,1763725937870831,128
30521,5,128,288,1763725937870946,288
30522,0,128,0,1763725937870954,128
30522,5,128,288,1763725937871069,288
30523,0,128,0,1763725937871121,128
30523,5,128,288,1763725937871210,288
30524,0,128,0,1763725937871267,128
30524,5,128,288,1763725937871764,288
30525,0,128,0,1763725937872140,128
30525,5,128,288,1763725937872172,288
30526,0,128,0,1763725937872197,128
30526,5,128,288,1763725937872239,288
30527,0,128,0,1763725937872276,128
30527,5,128,288,1763725937872321,288
30528,0,128,0,1763725937872346,128
30528,5,128,288,1763725937872400,288
30529,0,128,0,1763725937872438,128
30529,5,128,288,1763725937872481,288
30530,0,128,0,1763725937872492,128
30530,5,128,288,1763725937872541,288
30531,0,128,0,1763725937872571,128
30531,5,128,288,1763725937872622,288
30532,0,128,0,1763725937872649,128
30532,5,128,288,1763725937872692,288
30533,0,128,0,1763725937873085,128
30533,5,128,288,1763725937873104,288
30534,0,128,0,1763725937873141,128
30534,5,128,288,1763725937873184,288
30535,0,128,0,1763725937873195,128
30535,5,128,288,1763725937875187,288
30536,0,128,0,1763725937875203,128
30536,5,128,288,1763725937875212,288
30537,0,128,0,1763725937875246,128
30537,5,128,288,1763725937875299,288
30538,0,128,0,1763725937875324,128
30538,5,128,288,1763725937875376,288
30539,0,128,0,1763725937875399,128
30539,5,128,288,1763725937875450,288
30540,0,128,0,1763725937875475,128
30540,5,128,288,1763725937875523,288
30541,0,128,0,1763725937875548,128
30541,5,128,288,1763725937876803,288
30542,0,128,0,1763725937876820,128
30542,5,128,288,1763725937876830,288
30543,0,128,0,1763725937876844,128
30543,5,128,288,1763725937876923,288
30544,0,128,0,1763725937876955,128
30544,5,128,288,1763725937876989,288
30545,0,128,0,1763725937877019,128
30545,5,128,288,1763725937880404,288
30546,0,128,0,1763725937880418,128
30546,5,128,288,1763725937880425,288
30547,0,128,0,1763725937880432,128
30547,5,128,288,1763725937880438,288
30548,0,128,0,1763725937880446,128
30548,5,128,288,1763725937880453,288
30549,0,128,0,1763725937880460,128
30549,5,128,288,1763725937880485,288
30550,0,128,0,1763725937880500,128
30550,5,128,288,1763725937880551,288
30551,0,128,0,1763725937880577,128
30551,5,128,288,1763725937880632,288
30552,0,128,0,1763725937880658,128
30552,5,128,288,1763725937880700,288
30553,0,128,0,1763725937880712,128
30553,5,128,288,1763725937880783,288
30554,0,128,0,1763725937880810,128
30554,5,128,288,1763725937880848,288
30555,0,128,0,1763725937880875,128
30555,5,128,288,1763725937881242,288
30556,0,128,0,1763725937881267,128
30556,5,128,288,1763725937881311,288
30557,0,128,0,1763725937881336,128
30557,5,128,288,1763725937881403,288
30558,0,128,0,1763725937881415,128
30558,5,128,288,1763725937881543,288
30559,0,128,0,1763725937881555,128
30559,5,128,288,1763725937881565,288
30560,0,128,0,1763725937881576,128
30560,5,128,288,1763725937881680,288
30561,0,128,0,1763725937881692,128
30561,5,128,288,1763725937881701,288
30562,0,128,0,1763725937881712,128
30562,5,128,288,1763725937882608,288
30563,0,128,0,1763725937882625,128
30563,5,128,288,1763725937882635,288
30564,0,128,0,1763725937882644,128
30564,5,128,288,1763725937882749,288
30565,0,128,0,1763725937888654,128
30565,5,128,288,1763725937888686,288
30566,0,128,0,1763725937888695,128
30566,5,128,288,1763725937888702,288
30567,0,128,0,1763725937888711,128
30567,5,128,288,1763725937888718,288
30568,0,128,0,1763725937888726,128
30568,5,128,288,1763725937888737,288
30569,0,128,0,1763725937888885,128
30569,5,128,288,1763725937888921,288
30570,0,128,0,1763725937888931,128
30570,5,128,288,1763725937888944,288
30571,0,128,0,1763725937888953,128
30571,5,128,288,1763725937888963,288
30572,0,128,0,1763725937888969,128
30572,5,128,288,1763725937889075,288
30573,0,128,0,1763725937890064,128
30573,5,128,288,1763725937890116,288
30574,0,128,0,1763725937890124,128
30574,5,128,288,1763725937890131,288
30575,0,128,0,1763725937890140,128
30575,5,128,288,1763725937890146,288
30576,0,128,0,1763725937890152,128
30576,5,128,288,1763725937890161,288
30577,0,128,0,1763725937890171,128
30577,5,128,288,1763725937890300,288
30578,0,128,0,1763725937890323,128
30578,5,128,288,1763725937890334,288
30579,0,128,0,1763725937890344,128
30579,5,128,288,1763725937890501,288
30580,0,128,0,1763725937890524,128
30580,5,128,288,1763725937890538,288
30581,0,128,0,1763725937893316,128
30581,5,128,288,1763725937893329,288
30582,0,128,0,1763725937893339,128
30582,5,128,288,1763725937893349,288
30583,0,128,0,1763725937893372,128
30583,5,128,288,1763725937893384,288
30584,0,128,0,1763725937893394,128
30584,5,128,288,1763725937893594,288
30585,0,128,0,1763725937893622,128
30585,5,128,288,1763725937893633,288
30586,0,128,0,1763725937893639,128
30586,5,128,288,1763725937893646,288
30587,0,128,0,1763725937893653,128
30587,5,128,288,1763725937893781,288
30588,0,128,0,1763725937893804,128
30588,5,128,288,1763725937893814,288
30589,0,128,0,1763725937894472,128
30589,5,128,288,1763725937894521,288
30590,0,128,0,1763725937894529,128
30590,5,128,288,1763725937894537,288
30591,0,128,0,1763725937894543,128
30591,5,128,288,1763725937894548,288
30592,0,128,0,1763725937894554,128
30592,5,128,288,1763725937894563,288
30593,0,128,0,1763725937894571,128
30593,5,128,288,1763725937894581,288
30594,0,128,0,1763725937894590,128
30594,5,128,288,1763725937894686,288
30595,0,128,0,1763725937894707,128
30595,5,128,288,1763725937894717,288
30596,0,128,0,1763725937894728,128
30596,5,128,288,1763725937894736,288
30597,0,128,0,1763725937896225,128
30597,5,128,288,1763725937897217,288
30598,0,128,0,1763725937897239,128
30598,5,128,288,1763725937897247,288
30599,0,128,0,1763725937897254,128
30599,5,128,288,1763725937897260,288
30600,0,128,0,1763725937897266,128
30600,5,128,288,1763725937897271,288
30601,0,128,0,1763725937897277,128
30601,5,128,288,1763725937897283,288
30602,0,128,0,1763725937897288,128
30602,5,128,288,1763725937897294,288
30603,0,128,0,1763725937897299,128
30603,5,128,288,1763725937897305,288
30604,0,128,0,1763725937897310,128
30604,5,128,288,1763725937897316,288
30605,0,128,0,1763725937897321,128
30605,5,128,288,1763725937897326,288
30606,0,128,0,1763725937897333,128
30606,5,128,288,1763725937897343,288
30607,0,128,0,1763725937897352,128
30607,5,128,288,1763725937897372,288
30608,0,128,0,1763725937897381,128
30608,5,128,288,1763725937897919,288
30609,0,128,0,1763725937897974,128
30609,5,128,288,1763725937897982,288
30610,0,128,0,1763725937897988,128
30610,5,128,288,1763725937897996,288
30611,0,128,0,1763725937898027,128
30611,5,128,288,1763725937898490,288
30612,0,128,0,1763725937898895,128
30612,5,128,288,1763725937898920,288
30613,0,128,0,1763725937898929,128
30613,5,128,288,1763725937900320,288
30614,0,128,0,1763725937900358,128
30614,5,128,288,1763725937900388,288
30615,0,128,0,1763725937900396,128
30615,5,128,288,1763725937900404,288
30616,0,128,0,1763725937900411,128
30616,5,128,288,1763725937900528,288
30617,0,128,0,1763725937900549,128
30617,5,128,288,1763725937901008,288
30618,0,128,0,1763725937901849,128
30618,5,128,288,1763725937902170,288
30619,0,128,0,1763725937902689,128
30619,5,128,288,1763725937902733,288
30620,0,128,0,1763725937902744,128
30620,5,128,288,1763725937902750,288
30621,0,128,0,1763725937902756,128
30621,5,128,288,1763725937902786,288
30622,0,128,0,1763725937902821,128
30622,5,128,288,1763725937902915,288
30623,0,128,0,1763725937902935,128
30623,5,128,288,1763725937902944,288
30624,0,128,0,1763725937902975,128
30624,5,128,288,1763725937903015,288
30625,0,128,0,1763725937903025,128
30625,5,128,288,1763725937903416,288
30626,0,128,0,1763725937903427,128
30626,5,128,288,1763725937903845,288
30627,0,128,0,1763725937904444,128
30627,5,128,288,1763725937904482,288
30628,0,128,0,1763725937904513,128
30628,5,128,288,1763725937904564,288
30629,0,128,0,1763725937904597,128
30629,5,128,288,1763725937904633,288
30630,0,128,0,1763725937904663,128
30630,5,128,288,1763725937905116,288
30631,0,128,0,1763725937905140,128
30631,5,128,288,1763725937905151,288
30632,0,128,0,1763725937906357,128
30632,5,128,288,1763725937906381,288
30633,0,128,0,1763725937906414,128
30633,5,128,288,1763725937906449,288
30634,0,128,0,1763725937906460,128
30634,5,128,288,1763725937907290,288
30635,0,128,0,1763725937907306,128
30635,5,128,288,1763725937907314,288
30636,0,128,0,1763725937907342,128
30636,5,128,288,1763725937908719,288
30637,0,128,0,1763725937908745,128
30637,5,128,288,1763725937908753,288
30638,0,128,0,1763725937908760,128
30638,5,128,288,1763725937912264,288
30639,0,128,0,1763725937912310,128
30639,5,128,288,1763725937912319,288
30640,0,128,0,1763725937912454,128
30640,5,128,288,1763725937912478,288
30641,0,128,0,1763725937912532,128
30641,5,128,288,1763725937912650,288
30642,0,128,0,1763725937912673,128
30642,5,128,288,1763725937912822,288
30643,0,128,0,1763725937912850,128
30643,5,128,288,1763725937912962,288
30644,0,128,0,1763725937912987,128
30644,5,128,288,1763725937913113,288
30645,0,128,0,1763725937913135,128
30645,5,128,288,1763725937913248,288
30646,0,128,0,1763725937913271,128
30646,5,128,288,1763725937913747,288
30647,0,128,0,1763725937913767,128
30647,5,128,288,1763725937913774,288
