pair_id,variant,plain_size,transformed_size,encrypt_ns,hash_ns,send_ns,send_ts_us
40,0,128,0,0,0,15247,1763725926871545
40,5,128,288,153093,3208,13486,1763725926871721
41,0,128,0,0,0,14592,1763725926871998
41,5,128,288,151871,3114,13630,1763725926872174
42,0,128,0,0,0,14056,1763725926872476
42,5,128,288,138519,3315,12252,1763725926872636
43,0,128,0,0,0,4901,1763725926872911
43,5,128,288,53833,1396,6587,1763725926872975
44,0,128,0,0,0,11366,1763725926873255
44,5,128,288,58496,2215,7851,1763725926873327
45,0,128,0,0,0,9895,1763725926873614
45,5,128,288,76555,4446,14887,1763725926873718
46,0,128,0,0,0,28936,1763725926874021
46,5,128,288,147272,4326,15562,1763725926874196
47,0,128,0,0,0,11494,1763725926874500
47,5,128,288,123233,2614,10559,1763725926874642
48,0,128,0,0,0,11154,1763725926874933
48,5,128,288,126829,3151,11264,1763725926875079
49,0,128,0,0,0,10295,1763725926875369
49,5,128,288,118944,2650,10645,1763725926875506
50,0,128,0,0,0,10226,1763725926875806
50,5,128,288,118843,2287,10139,1763725926875942
51,0,128,0,0,0,10890,1763725926876232
51,5,128,288,118797,2458,11416,1763725926876370
52,0,128,0,0,0,11924,1763725926876663
52,5,128,288,128318,2645,10836,1763725926876811
53,0,128,0,0,0,11967,1763725926877102
53,5,128,288,128189,2790,11505,1763725926877250
54,0,128,0,0,0,12179,1763725926877546
54,5,128,288,138928,2992,12268,1763725926877706
55,0,128,0,0,0,12508,1763725926878007
55,5,128,288,138664,3007,12077,1763725926878167
56,0,128,0,0,0,12251,1763725926878461
56,5,128,288,138499,2864,15832,1763725926878624
57,0,128,0,0,0,11922,1763725926878919
57,5,128,288,166065,14787,44792,1763725926879157
58,0,128,0,0,0,6778,1763725926879456
58,5,128,288,78682,1934,5859,1763725926879547
59,0,128,0,0,0,5873,1763725926879822
59,5,128,288,58155,1563,6408,1763725926879892
60,0,128,0,0,0,5871,1763725926880177
60,5,128,288,56760,1511,5625,1763725926880245
61,0,128,0,0,0,6237,1763725926880519
61,5,128,288,56932,1611,5372,1763725926880586
62,0,128,0,0,0,8026,1763725926880866
62,5,128,288,71663,2184,7217,1763725926880951
63,0,128,0,0,0,11141,1763725926881247
63,5,128,288,65282,2944,7578,1763725926881327
64,0,128,0,0,0,9701,1763725926881608
64,5,128,288,64355,2261,7845,1763725926881687
65,0,128,0,0,0,10703,1763725926881995
65,5,128,288,58854,2533,6814,1763725926882068
66,0,128,0,0,0,9435,1763725926882347
66,5,128,288,59359,2432,7678,1763725926882422
67,0,128,0,0,0,8047,1763725926882699
67,5,128,288,51497,1743,6482,1763725926882764
68,0,128,0,0,0,6794,1763725926883042
68,5,128,288,46400,1830,4391,1763725926883099
69,0,128,0,0,0,6326,1763725926883371
69,5,128,288,45665,1326,5421,1763725926883426
70,0,128,0,0,0,5508,1763725926883704
70,5,128,288,44301,1137,4426,1763725926883757
71,0,128,0,0,0,6126,1763725926884027
71,5,128,288,41201,1045,3252,1763725926884075
72,0,128,0,0,0,3793,1763725926884342
72,5,128,288,38198,970,3296,1763725926884387
73,0,128,0,0,0,5358,1763725926884657
73,5,128,288,34723,1059,3224,1763725926884698
74,0,128,0,0,0,3971,1763725926884974
74,5,128,288,34108,986,3070,1763725926885015
75,0,128,0,0,0,3743,1763725926885279
75,5,128,288,32217,841,3065,1763725926885317
76,0,128,0,0,0,3275,1763725926885581
76,5,128,288,32598,892,3008,1763725926885620
77,0,128,0,0,0,3259,1763725926885882
77,5,128,288,30762,752,2494,1763725926885918
78,0,128,0,0,0,2875,1763725926886180
78,5,128,288,29379,710,2401,1763725926886215
79,0,128,0,0,0,3335,1763725926886483
79,5,128,288,27670,775,2497,1763725926886516
80,0,128,0,0,0,4563,1763725926886781
80,5,128,288,29572,820,2558,1763725926886816
81,0,128,0,0,0,3555,1763725926887079
81,5,128,288,25340,773,2153,1763725926887110
82,0,128,0,0,0,14731,1763725926887412
82,5,128,288,36259,1615,3018,1763725926887456
83,0,128,0,0,0,2549,1763725926887723
83,5,128,288,25606,787,2455,1763725926887754
84,0,128,0,0,0,2883,1763725926887972
84,5,128,288,25908,711,2312,1763725926888003
85,0,128,0,0,0,2617,1763725926888263
85,5,128,288,25823,687,2267,1763725926888293
86,0,128,0,0,0,2402,1763725926888555
86,5,128,288,26336,718,2384,1763725926888586
87,0,128,0,0,0,2795,1763725926888847
87,5,128,288,27792,739,2469,1763725926888880
88,0,128,0,0,0,2752,1763725926889142
88,5,128,288,28498,758,2504,1763725926889176
89,0,128,0,0,0,2810,1763725926889443
89,5,128,288,28459,738,2423,1763725926889477
90,0,128,0,0,0,2851,1763725926889739
90,5,128,288,29183,793,2580,1763725926889774
91,0,128,0,0,0,2945,1763725926890036
91,5,128,288,30739,836,2657,1763725926890072
92,0,128,0,0,0,2947,1763725926890334
92,5,128,288,30697,796,2718,1763725926890370
93,0,128,0,0,0,2860,1763725926890633
93,5,128,288,31188,858,2735,1763725926890670
94,0,128,0,0,0,3147,1763725926890939
94,5,128,288,36875,886,3025,1763725926890981
95,0,128,0,0,0,3036,1763725926891246
95,5,128,288,33302,873,2741,1763725926891285
96,0,128,0,0,0,3057,1763725926891549
96,5,128,288,34178,953,2981,1763725926891589
97,0,128,0,0,0,3299,1763725926891853
97,5,128,288,36218,949,2923,1763725926891896
98,0,128,0,0,0,3569,1763725926892161
98,5,128,288,37193,998,2937,1763725926892204
99,0,128,0,0,0,3461,1763725926892475
99,5,128,288,37800,974,9605,1763725926892526
100,0,128,0,0,0,3480,1763725926892793
100,5,128,288,40335,1110,3569,1763725926892840
101,0,128,0,0,0,4144,1763725926893108
101,5,128,288,41988,1157,3586,1763725926893157
102,0,128,0,0,0,4000,1763725926893425
102,5,128,288,41853,1079,3502,1763725926893474
103,0,128,0,0,0,3957,1763725926893741
103,5,128,288,41916,1082,3591,1763725926893790
104,0,128,0,0,0,4291,1763725926894067
104,5,128,288,44436,1158,4024,1763725926894119
105,0,128,0,0,0,4171,1763725926894387
105,5,128,288,44475,1159,3749,1763725926894439
106,0,128,0,0,0,4277,1763725926894707
106,5,128,288,46114,1218,3897,1763725926894761
107,0,128,0,0,0,4622,1763725926895032
107,5,128,288,46924,1256,4139,1763725926895087
108,0,128,0,0,0,4425,1763725926895356
108,5,128,288,47226,1244,4199,1763725926895412
109,0,128,0,0,0,4185,1763725926895689
109,5,128,288,67368,1419,4667,1763725926895765
110,0,128,0,0,0,7664,1763725926896044
110,5,128,288,55103,1496,5474,1763725926896110
111,0,128,0,0,0,5422,1763725926896386
111,5,128,288,53533,1435,5310,1763725926896450
112,0,128,0,0,0,5487,1763725926896723
112,5,128,288,53292,1488,4540,1763725926896786
113,0,128,0,0,0,9436,1763725926897078
113,5,128,288,102171,11659,25405,1763725926897228
114,0,128,0,0,0,8516,1763725926897523
114,5,128,288,71264,2066,6492,1763725926897607
115,0,128,0,0,0,7584,1763725926897897
115,5,128,288,56157,16866,4917,1763725926897979
116,0,128,0,0,0,6639,1763725926898252
116,5,128,288,49473,1960,5297,1763725926898312
117,0,128,0,0,0,7780,1763725926898587
117,5,128,288,51547,1477,5967,1763725926898649
118,0,128,0,0,0,7812,1763725926898938
118,5,128,288,54457,2031,5870,1763725926899004
119,0,128,0,0,0,8182,1763725926899283
119,5,128,288,49259,1602,4794,1763725926899344
120,0,128,0,0,0,6518,1763725926899617
120,5,128,288,45058,1280,4352,1763725926899671
121,0,128,0,0,0,5532,1763725926899941
121,5,128,288,44867,1272,3948,1763725926899993
122,0,128,0,0,0,4096,1763725926900260
122,5,128,288,39225,997,3639,1763725926900307
123,0,128,0,0,0,4012,1763725926900588
123,5,128,288,36184,941,2828,1763725926900631
124,0,128,0,0,0,36336,1763725926900985
124,5,128,288,116591,3382,11395,1763725926901123
125,0,128,0,0,0,21804,1763725926901522
125,5,128,288,109256,2988,10190,1763725926901652
126,0,128,0,0,0,10140,1763725926901941
126,5,128,288,72915,2966,11684,1763725926902033
127,0,128,0,0,0,22820,1763725926902339
127,5,128,288,109488,3778,14016,1763725926902473
128,0,128,0,0,0,16584,1763725926902790
128,5,128,288,105695,3349,14014,1763725926902920
129,0,128,0,0,0,13734,1763725926903217
129,5,128,288,99039,2523,8834,1763725926903333
130,0,128,0,0,0,8464,1763725926903616
130,5,128,288,89706,1883,7758,1763725926903720
131,0,128,0,0,0,8684,1763725926903983
131,5,128,288,88359,1795,7730,1763725926904085
132,0,128,0,0,0,7611,1763725926904363
132,5,128,288,87715,1797,7940,1763725926904465
133,0,128,0,0,0,7634,1763725926904752
133,5,128,288,87760,1975,7443,1763725926904853
134,0,128,0,0,0,9473,1763725926905133
134,5,128,288,87734,1864,8605,1763725926905235
135,0,128,0,0,0,7762,1763725926905514
135,5,128,288,87897,1848,7333,1763725926905615
136,0,128,0,0,0,7238,1763725926905894
136,5,128,288,96619,2488,8675,1763725926906006
137,0,128,0,0,0,7389,1763725926906284
137,5,128,288,87868,1922,7661,1763725926906386
138,0,128,0,0,0,7472,1763725926906672
138,5,128,288,83285,1818,7143,1763725926906768
139,0,128,0,0,0,8200,1763725926907048
139,5,128,288,87924,1910,7470,1763725926907149
140,0,128,0,0,0,7385,1763725926907427
140,5,128,288,87786,1882,7368,1763725926907528
141,0,128,0,0,0,7340,1763725926907806
141,5,128,288,87559,1739,7264,1763725926907906
142,0,128,0,0,0,7866,1763725926908185
142,5,128,288,87902,1951,8892,1763725926908288
143,0,128,0,0,0,7519,1763725926908575
143,5,128,288,87423,1790,7301,1763725926908675
144,0,128,0,0,0,7493,1763725926908955
144,5,128,288,88001,1823,7621,1763725926909056
145,0,128,0,0,0,7014,1763725926909332
145,5,128,288,83206,1799,7109,1763725926909428
146,0,128,0,0,0,7025,1763725926909706
146,5,128,288,83276,1677,6991,1763725926909802
147,0,128,0,0,0,7679,1763725926910080
147,5,128,288,87905,1841,7424,1763725926910182
148,0,128,0,0,0,7659,1763725926910468
148,5,128,288,83305,1682,7103,1763725926910564
149,0,128,0,0,0,7000,1763725926910841
149,5,128,288,83143,1671,6936,1763725926910937
150,0,128,0,0,0,7448,1763725926911215
150,5,128,288,83340,1697,6783,1763725926911311
151,0,128,0,0,0,6919,1763725926911588
151,5,128,288,83216,1747,7597,1763725926911684
152,0,128,0,0,0,8290,1763725926911976
152,5,128,288,83895,1826,6919,1763725926912073
153,0,128,0,0,0,7033,1763725926912349
153,5,128,288,83386,1760,7019,1763725926912445
154,0,128,0,0,0,6986,1763725926912723
154,5,128,288,83022,1670,6969,1763725926912819
155,0,128,0,0,0,8105,1763725926913097
155,5,128,288,83856,1775,7103,1763725926913194
156,0,128,0,0,0,9089,1763725926913474
156,5,128,288,84356,2267,10001,1763725926913574
157,0,128,0,0,0,17432,1763725926913879
157,5,128,288,128405,10370,32473,1763725926914060
158,0,128,0,0,0,4073,1763725926914343
158,5,128,288,45653,983,3564,1763725926914396
159,0,128,0,0,0,5512,1763725926914663
159,5,128,288,30700,1240,7279,1763725926914704
160,0,128,0,0,0,8374,1763725926914977
160,5,128,288,34010,1176,3112,1763725926915017
161,0,128,0,0,0,5963,1763725926915284
161,5,128,288,33332,923,3545,1763725926915324
162,0,128,0,0,0,6121,1763725926915598
162,5,128,288,36162,1122,3677,1763725926915642
163,0,128,0,0,0,4354,1763725926915908
163,5,128,288,33464,904,3165,1763725926915947
164,0,128,0,0,0,3768,1763725926916211
164,5,128,288,33056,1048,2968,1763725926916250
165,0,128,0,0,0,23198,1763725926916580
165,5,128,288,106846,3186,11661,1763725926916708
166,0,128,0,0,0,11815,1763725926916988
166,5,128,288,103247,2865,9156,1763725926917109
167,0,128,0,0,0,9765,1763725926917403
167,5,128,288,99417,2449,8127,1763725926917518
168,0,128,0,0,0,8399,1763725926917799
168,5,128,288,97970,2115,8546,1763725926917913
169,0,128,0,0,0,13457,1763725926918219
169,5,128,288,102115,2623,8938,1763725926918339
170,0,128,0,0,0,12417,1763725926918627
170,5,128,288,93691,2094,8072,1763725926918736
171,0,128,0,0,0,8570,1763725926918980
171,5,128,288,92757,2018,7943,1763725926919088
172,0,128,0,0,0,8411,1763725926919377
172,5,128,288,92577,1851,7656,1763725926919484
173,0,128,0,0,0,7998,1763725926919764
173,5,128,288,92203,1955,9703,1763725926919872
174,0,128,0,0,0,8603,1763725926920153
174,5,128,288,92411,2058,7714,1763725926920260
175,0,128,0,0,0,8041,1763725926920541
175,5,128,288,92259,2034,7845,1763725926920648
176,0,128,0,0,0,7700,1763725926920928
176,5,128,288,100695,2540,8827,1763725926921044
177,0,128,0,0,0,8190,1763725926921333
177,5,128,288,93020,2031,7918,1763725926921440
178,0,128,0,0,0,8400,1763725926921721
178,5,128,288,94893,1895,7898,1763725926921830
179,0,128,0,0,0,8574,1763725926922111
179,5,128,288,92810,2013,7965,1763725926922218
180,0,128,0,0,0,8318,1763725926922498
180,5,128,288,92216,2046,7690,1763725926922604
181,0,128,0,0,0,7848,1763725926922883
181,5,128,288,92398,2372,12594,1763725926922995
182,0,128,0,0,0,7714,1763725926923280
182,5,128,288,92528,1980,8348,1763725926923387
183,0,128,0,0,0,7906,1763725926923668
183,5,128,288,87996,1811,9710,1763725926923771
184,0,128,0,0,0,7880,1763725926924050
184,5,128,288,87640,1866,7493,1763725926924150
185,0,128,0,0,0,8024,1763725926924428
185,5,128,288,87088,1728,7198,1763725926924528
186,0,128,0,0,0,7329,1763725926924807
186,5,128,288,87319,1813,7281,1763725926924907
187,0,128,0,0,0,8056,1763725926925193
187,5,128,288,87715,1899,7798,1763725926925295
188,0,128,0,0,0,7415,1763725926925573
188,5,128,288,87439,1935,7781,1763725926925674
189,0,128,0,0,0,7646,1763725926925953
189,5,128,288,63029,2168,14152,1763725926926039
190,0,128,0,0,0,3520,1763725926926309
190,5,128,288,31568,860,2709,1763725926926347
191,0,128,0,0,0,3086,1763725926926617
191,5,128,288,32174,828,2836,1763725926926656
192,0,128,0,0,0,3151,1763725926926920
192,5,128,288,31928,880,6252,1763725926926962
193,0,128,0,0,0,3194,1763725926927225
193,5,128,288,32078,888,2802,1763725926927263
194,0,128,0,0,0,3521,1763725926927526
194,5,128,288,33155,886,3188,1763725926927566
195,0,128,0,0,0,3350,1763725926927830
195,5,128,288,33473,920,2926,1763725926927870
196,0,128,0,0,0,3708,1763725926928141
196,5,128,288,35217,989,3358,1763725926928183
197,0,128,0,0,0,3632,1763725926928449
197,5,128,288,36226,933,3225,1763725926928492
198,0,128,0,0,0,3672,1763725926928758
198,5,128,288,36344,943,3106,1763725926928800
199,0,128,0,0,0,3422,1763725926929066
199,5,128,288,37477,996,3345,1763725926929111
200,0,128,0,0,0,3529,1763725926929377
200,5,128,288,38039,973,3461,1763725926929422
201,0,128,0,0,0,3474,1763725926929695
201,5,128,288,38014,986,3360,1763725926929740
202,0,128,0,0,0,3598,1763725926929972
202,5,128,288,37943,1071,3315,1763725926930017
203,0,128,0,0,0,3789,1763725926930283
203,5,128,288,38107,985,3369,1763725926930328
204,0,128,0,0,0,5861,1763725926930599
204,5,128,288,42574,1266,4604,1763725926930650
205,0,128,0,0,0,9224,1763725926930927
205,5,128,288,57129,2085,7398,1763725926930998
206,0,128,0,0,0,7515,1763725926931290
206,5,128,288,44886,1780,4727,1763725926931345
207,0,128,0,0,0,7699,1763725926931621
207,5,128,288,43438,1276,3784,1763725926931674
208,0,128,0,0,0,8463,1763725926931951
208,5,128,288,42766,1175,3948,1763725926932003
209,0,128,0,0,0,30933,1763725926932336
209,5,128,288,114722,3914,11031,1763725926932472
210,0,128,0,0,0,10902,1763725926932773
210,5,128,288,96209,2627,8894,1763725926932886
211,0,128,0,0,0,10019,1763725926933180
211,5,128,288,94613,2362,8242,1763725926933289
212,0,128,0,0,0,9145,1763725926933572
212,5,128,288,93731,2126,8477,1763725926933680
213,0,128,0,0,0,14271,1763725926933967
213,5,128,288,94715,2170,9325,1763725926934078
214,0,128,0,0,0,15954,1763725926934374
214,5,128,288,105298,3086,13649,1763725926934502
215,0,128,0,0,0,14334,1763725926934798
215,5,128,288,96184,2804,8928,1763725926934911
216,0,128,0,0,0,8349,1763725926935202
216,5,128,288,89192,1855,7580,1763725926935305
217,0,128,0,0,0,21864,1763725926935620
217,5,128,288,49860,2258,4888,1763725926935682
218,0,128,0,0,0,8618,1763725926935962
218,5,128,288,32392,909,3642,1763725926936001
219,0,128,0,0,0,3312,1763725926936265
219,5,128,288,31911,906,2715,1763725926936303
220,0,128,0,0,0,3573,1763725926936566
220,5,128,288,31813,915,2680,1763725926936604
221,0,128,0,0,0,3345,1763725926936873
221,5,128,288,32564,1064,3070,1763725926936912
222,0,128,0,0,0,3460,1763725926937175
222,5,128,288,33180,900,2811,1763725926937214
223,0,128,0,0,0,3407,1763725926937478
223,5,128,288,34258,964,3052,1763725926937518
224,0,128,0,0,0,3462,1763725926937782
224,5,128,288,36123,999,3102,1763725926937825
225,0,128,0,0,0,3717,1763725926938090
225,5,128,288,36164,1069,2981,1763725926938133
226,0,128,0,0,0,3984,1763725926938405
226,5,128,288,37585,1073,4005,1763725926938450
227,0,128,0,0,0,4115,1763725926938717
227,5,128,288,38073,1062,3350,1763725926938762
228,0,128,0,0,0,4054,1763725926939028
228,5,128,288,37918,1001,3553,1763725926939073
229,0,128,0,0,0,3511,1763725926939338
229,5,128,288,37815,1061,3196,1763725926939383
230,0,128,0,0,0,3540,1763725926939656
230,5,128,288,41319,1076,4377,1763725926939706
231,0,128,0,0,0,4015,1763725926939972
231,5,128,288,41706,1122,3553,1763725926940021
232,0,128,0,0,0,4109,1763725926940288
232,5,128,288,41681,1102,3637,1763725926940337
233,0,128,0,0,0,4045,1763725926940605
233,5,128,288,43398,1227,3704,1763725926940656
234,0,128,0,0,0,4264,1763725926940923
234,5,128,288,57188,1852,4416,1763725926940991
235,0,128,0,0,0,4343,1763725926941267
235,5,128,288,44307,1184,3966,1763725926941320
236,0,128,0,0,0,4319,1763725926941588
236,5,128,288,45925,1256,4384,1763725926941643
237,0,128,0,0,0,4457,1763725926941914
237,5,128,288,50508,1276,4266,1763725926941974
238,0,128,0,0,0,4458,1763725926942244
238,5,128,288,46692,1260,4735,1763725926942300
239,0,128,0,0,0,4814,1763725926942569
239,5,128,288,51144,1457,4647,1763725926942630
240,0,128,0,0,0,5356,1763725926942911
240,5,128,288,57029,1444,5023,1763725926942978
241,0,128,0,0,0,5101,1763725926943250
241,5,128,288,52881,1378,4662,1763725926943313
242,0,128,0,0,0,5136,1763725926943585
242,5,128,288,53341,1375,4368,1763725926943648
243,0,128,0,0,0,5031,1763725926943919
243,5,128,288,56346,1388,4747,1763725926943986
244,0,128,0,0,0,5768,1763725926944262
244,5,128,288,56912,1555,5076,1763725926944330
245,0,128,0,0,0,5402,1763725926944614
245,5,128,288,56785,1472,5311,1763725926944682
246,0,128,0,0,0,5566,1763725926944955
246,5,128,288,70771,1566,5975,1763725926945037
247,0,128,0,0,0,5257,1763725926945315
247,5,128,288,56930,1887,5772,1763725926945383
248,0,128,0,0,0,5585,1763725926945657
248,5,128,288,60403,1621,5606,1763725926945729
249,0,128,0,0,0,5911,1763725926946088
249,5,128,288,61259,1681,6047,1763725926946161
250,0,128,0,0,0,6709,1763725926946451
250,5,128,288,61660,1636,5402,1763725926946524
251,0,128,0,0,0,6772,1763725926946801
251,5,128,288,61290,1598,6159,1763725926946874
252,0,128,0,0,0,6925,1763725926947151
252,5,128,288,275216,2976,11804,1763725926947447
253,0,128,0,0,0,12283,1763725926947742
253,5,128,288,71438,2585,9077,1763725926947831
254,0,128,0,0,0,9191,1763725926948115
254,5,128,288,62560,2049,5309,1763725926948189
255,0,128,0,0,0,9682,1763725926948480
255,5,128,288,63147,6166,5566,1763725926948560
256,0,128,0,0,0,7933,1763725926948839
256,5,128,288,58921,1789,5524,1763725926948910
257,0,128,0,0,0,7438,1763725926949186
257,5,128,288,54854,1725,6039,1763725926949253
258,0,128,0,0,0,11313,1763725926949534
258,5,128,288,51851,2345,5543,1763725926949598
259,0,128,0,0,0,7316,1763725926949876
259,5,128,288,49038,1680,5036,1763725926949935
260,0,128,0,0,0,5770,1763725926950217
260,5,128,288,44901,1283,3919,1763725926950270
261,0,128,0,0,0,4597,1763725926950540
261,5,128,288,42222,1219,3380,1763725926950589
262,0,128,0,0,0,4131,1763725926950856
262,5,128,288,39829,1109,3871,1763725926950904
263,0,128,0,0,0,5504,1763725926951172
263,5,128,288,37888,1033,3347,1763725926951216
264,0,128,0,0,0,6256,1763725926951487
264,5,128,288,40017,1221,3716,1763725926951535
265,0,128,0,0,0,23429,1763725926951842
265,5,128,288,58015,2725,4782,1763725926951913
266,0,128,0,0,0,5710,1763725926952194
266,5,128,288,35496,1158,3420,1763725926952236
267,0,128,0,0,0,5163,1763725926952505
267,5,128,288,37162,1273,3658,1763725926952550
268,0,128,0,0,0,4464,1763725926952816
268,5,128,288,33606,884,3042,1763725926952856
269,0,128,0,0,0,3488,1763725926953127
269,5,128,288,33490,973,2868,1763725926953166
270,0,128,0,0,0,3499,1763725926953430
270,5,128,288,33313,884,2813,1763725926953469
271,0,128,0,0,0,3285,1763725926953733
271,5,128,288,33382,867,2812,1763725926953772
272,0,128,0,0,0,3420,1763725926954036
272,5,128,288,33311,929,2640,1763725926954076
273,0,128,0,0,0,3303,1763725926954339
273,5,128,288,33174,927,3023,1763725926954378
274,0,128,0,0,0,3252,1763725926954649
274,5,128,288,33272,956,2929,1763725926954689
275,0,128,0,0,0,8574,1763725926954964
275,5,128,288,33323,954,2999,1763725926955003
276,0,128,0,0,0,3590,1763725926955268
276,5,128,288,33281,959,2895,1763725926955308
277,0,128,0,0,0,3302,1763725926955572
277,5,128,288,33975,929,2955,1763725926955612
278,0,128,0,0,0,3267,1763725926955876
278,5,128,288,34437,939,3239,1763725926955917
279,0,128,0,0,0,3483,1763725926956188
279,5,128,288,34794,984,3032,1763725926956229
280,0,128,0,0,0,3193,1763725926956494
280,5,128,288,35320,949,2954,1763725926956536
281,0,128,0,0,0,3587,1763725926956800
281,5,128,288,36193,964,3033,1763725926956843
282,0,128,0,0,0,3593,1763725926957109
282,5,128,288,36454,987,2990,1763725926957152
283,0,128,0,0,0,3354,1763725926957424
283,5,128,288,36266,977,3082,1763725926957467
284,0,128,0,0,0,3508,1763725926957740
284,5,128,288,36282,981,3389,1763725926957783
285,0,128,0,0,0,3371,1763725926958049
285,5,128,288,36242,964,2948,1763725926958091
286,0,128,0,0,0,3375,1763725926958356
286,5,128,288,35980,946,3159,1763725926958398
287,0,128,0,0,0,3583,1763725926958664
287,5,128,288,37901,980,6970,1763725926958712
288,0,128,0,0,0,3460,1763725926958969
288,5,128,288,46314,1037,3336,1763725926959022
289,0,128,0,0,0,3763,1763725926959295
289,5,128,288,47610,1072,3225,1763725926959350
290,0,128,0,0,0,3587,1763725926959616
290,5,128,288,37994,984,3346,1763725926959661
291,0,128,0,0,0,3754,1763725926959928
291,5,128,288,41453,1005,3477,1763725926959976
292,0,128,0,0,0,3782,1763725926960243
292,5,128,288,40011,1042,3286,1763725926960290
293,0,128,0,0,0,3658,1763725926960556
293,5,128,288,39979,1034,3210,1763725926960603
294,0,128,0,0,0,4102,1763725926960878
294,5,128,288,39913,1045,3460,1763725926960925
295,0,128,0,0,0,3829,1763725926961193
295,5,128,288,48936,1067,3633,1763725926961249
296,0,128,0,0,0,4005,1763725926961515
296,5,128,288,39908,1047,3337,1763725926961562
297,0,128,0,0,0,3872,1763725926961843
297,5,128,288,39889,1047,3502,1763725926961891
298,0,128,0,0,0,4278,1763725926962158
298,5,128,288,39919,1132,3451,1763725926962205
299,0,128,0,0,0,3848,1763725926962479
299,5,128,288,39726,1036,3591,1763725926962526
300,0,128,0,0,0,4713,1763725926962795
300,5,128,288,40986,1187,3821,1763725926962844
301,0,128,0,0,0,5402,1763725926963111
301,5,128,288,41158,1085,4268,1763725926963161
302,0,128,0,0,0,5922,1763725926963430
302,5,128,288,42961,1396,5307,1763725926963483
303,0,128,0,0,0,33138,1763725926963798
